EventTitle,DateTime,WeightClass,RedCorner,BlueCorner,RedCornerNation,BlueCornerNation
Jackson vs Jardine,"
Fri, Mar 6 / 7:00 PM EST / Main Card
",Light Heavyweight Bout,Jason Brilz,Tim Boetsch,United States,United States
Jackson vs Jardine,"
Fri, Mar 6 / 7:00 PM EST / Main Card
",Middleweight Bout,Kendall Grove,Jason Day,United States,United States
Jackson vs Jardine,"
Fri, Mar 6 / 7:00 PM EST / Main Card
",Welterweight Bout,Tamdan McCrory,Ryan Madigan,United States,United States
Jackson vs Jardine,"
Fri, Mar 6 / 7:00 PM EST / Main Card
",Lightweight Bout,Gray Maynard,Jim Miller,United States,United States
Jackson vs Jardine,"
Fri, Mar 6 / 7:00 PM EST / Main Card
",Light Heavyweight Bout,Matt Hamill,Mark Munoz,Canada,United States
Jackson vs Jardine,"
Fri, Mar 6 / 7:00 PM EST / Main Card
",Welterweight Bout,Matt Brown,Pete Sell,United States,United States
Jackson vs Jardine,"
Fri, Mar 6 / 7:00 PM EST / Main Card
",Heavyweight Bout,Shane Carwin,Gabriel Gonzaga,United States,United States
Jackson vs Jardine,"
Fri, Mar 6 / 7:00 PM EST / Main Card
",Light Heavyweight Bout,Rampage Jackson,Keith Jardine,United States,United States
Sanchez vs Stevenson,"
Fri, Feb 20 / 7:00 PM EST / Main Card
",Welterweight Bout,Paul Kelly,Troy Mandaloniz,United States,United States
Sanchez vs Stevenson,"
Fri, Feb 20 / 7:00 PM EST / Main Card
",Heavyweight Bout,Mike Ciesnolevicz,Neil Grove,United States,United Kingdom
Sanchez vs Stevenson,"
Fri, Feb 20 / 7:00 PM EST / Main Card
",Lightweight Bout,Evan Dunham,Per Eklund,Brazil,United States
Sanchez vs Stevenson,"
Fri, Feb 20 / 7:00 PM EST / Main Card
",Heavyweight Bout,Junior Dos Santos,Stefan Struve,United States,Brazil
Sanchez vs Stevenson,"
Fri, Feb 20 / 7:00 PM EST / Main Card
",Lightweight Bout,Terry Etim,Brian Cobb,United States,Brazil
Sanchez vs Stevenson,"
Fri, Feb 20 / 7:00 PM EST / Main Card
",Welterweight Bout,Paulo Thiago,Josh Koscheck,United States,United Kingdom
Sanchez vs Stevenson,"
Fri, Feb 20 / 7:00 PM EST / Main Card
",Middleweight Bout,Demian Maia,Chael Sonnen,Netherlands,Brazil
Sanchez vs Stevenson,"
Fri, Feb 20 / 7:00 PM EST / Main Card
",Middleweight Bout,Nate Marquardt,Wilson Gouveia,Sweden,United States
Sanchez vs Stevenson,"
Fri, Feb 20 / 7:00 PM EST / Main Card
",Welterweight Bout,Dan Hardy,Rory Markham,South Africa,United States
Sanchez vs Stevenson,"
Fri, Feb 20 / 7:00 PM EST / Main Card
",Lightweight Bout,Diego Sanchez,Joe Stevenson,United States,United Kingdom
Lauzon vs Stephens,"
Fri, Feb 6 / 7:00 PM EST / Main Card
",Welterweight Bout,Matthew Riddle,Steve Bruno,United States,United States
Lauzon vs Stephens,"
Fri, Feb 6 / 7:00 PM EST / Main Card
",Middleweight Bout,Nick Catone,Derek Downey,,United States
Lauzon vs Stephens,"
Fri, Feb 6 / 7:00 PM EST / Main Card
",Lightweight Bout,Gleison Tibau,Rich Clementi,United States,United States
Lauzon vs Stephens,"
Fri, Feb 6 / 7:00 PM EST / Main Card
",Lightweight Bout,Matt Veach,Matt Grice,United States,United States
Lauzon vs Stephens,"
Fri, Feb 6 / 7:00 PM EST / Main Card
",Middleweight Bout,Dan Miller,Jake Rosholt,United States,United States
Lauzon vs Stephens,"
Fri, Feb 6 / 7:00 PM EST / Main Card
",Lightweight Bout,Kurt Pellegrino,Rob Emerson,United States,United States
Lauzon vs Stephens,"
Fri, Feb 6 / 7:00 PM EST / Main Card
",Welterweight Bout,Anthony Johnson,Luigi Fioravanti,United States,United States
Lauzon vs Stephens,"
Fri, Feb 6 / 7:00 PM EST / Main Card
",Lightweight Bout,Josh Neer,Mac Danzig,United States,Brazil
Lauzon vs Stephens,"
Fri, Feb 6 / 7:00 PM EST / Main Card
",Heavyweight Bout,Cain Velasquez,Denis Stojnic,United States,United States
Lauzon vs Stephens,"
Fri, Feb 6 / 7:00 PM EST / Main Card
",Lightweight Bout,Joe Lauzon,Jeremy Stephens,United States,United States
ST-PIERRE VS PENN 2,"
Sat, Jan 31 / 5:00 PM EST / Main Card
",Welterweight Bout,Dan Cramer,Matt Arroyo,United States,Canada
ST-PIERRE VS PENN 2,"
Sat, Jan 31 / 5:00 PM EST / Main Card
",Light Heavyweight Bout,Jake O'Brien,Christian Wellisch,,Brazil
ST-PIERRE VS PENN 2,"
Sat, Jan 31 / 5:00 PM EST / Main Card
",Welterweight Bout,John Howard,Chris Wilson,United States,United States
ST-PIERRE VS PENN 2,"
Sat, Jan 31 / 5:00 PM EST / Main Card
",Lightweight Bout,Thiago Tavares,Manny Gamburyan,South Korea,Armenia
ST-PIERRE VS PENN 2,"
Sat, Jan 31 / 5:00 PM EST / Main Card
",Welterweight Bout,Jon Fitch,Akihiro Gono,United States,United States
ST-PIERRE VS PENN 2,"
Sat, Jan 31 / 5:00 PM EST / Main Card
",Lightweight Bout,Clay Guida,Nate Diaz,United States,United States
ST-PIERRE VS PENN 2,"
Sat, Jan 31 / 5:00 PM EST / Main Card
",Welterweight Bout,Karo Parisyan,Dong Hyun Ma,Armenia,Brazil
ST-PIERRE VS PENN 2,"
Sat, Jan 31 / 5:00 PM EST / Main Card
",Light Heavyweight Bout,Jon Jones,Stephan Bonnar,United States,United States
ST-PIERRE VS PENN 2,"
Sat, Jan 31 / 5:00 PM EST / Main Card
",Light Heavyweight Bout,Lyoto Machida,Lyoto Machida vs ,Hungary,United States
ST-PIERRE VS PENN 2,"
Sat, Jan 31 / 5:00 PM EST / Main Card
",Welterweight Title Bout,Georges St-Pierre,BJ Penn,United States,United States
FRANKLIN vs HENDERSON,"
Sat, Jan 17 / 10:00 AM EST / Main Card
",Lightweight Bout,Dennis Siver,Nate Mohr,United States,United States
FRANKLIN vs HENDERSON,"
Sat, Jan 17 / 10:00 AM EST / Main Card
",Welterweight Bout,John Hathaway,Tom Egan,United States,Brazil
FRANKLIN vs HENDERSON,"
Sat, Jan 17 / 10:00 AM EST / Main Card
",Light Heavyweight Bout,Tomasz Drwal,Ivan Serati,France,United States
FRANKLIN vs HENDERSON,"
Sat, Jan 17 / 10:00 AM EST / Main Card
",Light Heavyweight Bout,Eric Schafer,Antonio Mendes,United States,Brazil
FRANKLIN vs HENDERSON,"
Sat, Jan 17 / 10:00 AM EST / Main Card
",Welterweight Bout,Martin Kampmann,Alexandre Barros,United States,United States
FRANKLIN vs HENDERSON,"
Sat, Jan 17 / 10:00 AM EST / Main Card
",Welterweight Bout,Marcus Davis,Chris Lytle,United States,Denmark
FRANKLIN vs HENDERSON,"
Sat, Jan 17 / 10:00 AM EST / Main Card
",Middleweight Bout,Rousimar Palhares,Jeremy Horn,United States,United States
FRANKLIN vs HENDERSON,"
Sat, Jan 17 / 10:00 AM EST / Main Card
",Middleweight Bout,Alan Belcher,Denis Kang,Italy,Poland
FRANKLIN vs HENDERSON,"
Sat, Jan 17 / 10:00 AM EST / Main Card
",Light Heavyweight Bout,Mauricio Rua,Mark Coleman,Ireland,United Kingdom
FRANKLIN vs HENDERSON,"
Sat, Jan 17 / 10:00 AM EST / Main Card
",Light Heavyweight Bout,Dan Henderson,Rich Franklin,United States,Russia
THE ULTIMATE 2008,"
Sat, Dec 27 / 5:00 PM EST / Main Card
",Heavyweight Bout,Pat Barry,Dan Evensen,United States,United States
THE ULTIMATE 2008,"
Sat, Dec 27 / 5:00 PM EST / Main Card
",Welterweight Bout,Brad Blackburn,Ryo Chonan,United States,United States
THE ULTIMATE 2008,"
Sat, Dec 27 / 5:00 PM EST / Main Card
",Light Heavyweight Bout,Matt Hamill,Reese Andy,United States,United States
THE ULTIMATE 2008,"
Sat, Dec 27 / 5:00 PM EST / Main Card
",Heavyweight Bout,Antoni Hardonk,Mike Wessel,Brazil,United States
THE ULTIMATE 2008,"
Sat, Dec 27 / 5:00 PM EST / Main Card
",Middleweight Bout,Yushin Okami,Dean Lister,Lebanon,France
THE ULTIMATE 2008,"
Sat, Dec 27 / 5:00 PM EST / Main Card
",Heavyweight Bout,Cheick Kongo,Mostapha Al Turk,United States,Japan
THE ULTIMATE 2008,"
Sat, Dec 27 / 5:00 PM EST / Main Card
",Light Heavyweight Bout,Rampage Jackson,Wanderlei Silva,United States,United States
THE ULTIMATE 2008,"
Sat, Dec 27 / 5:00 PM EST / Main Card
",Middleweight Bout,CB Dollaway,Mike Massenzio,United States,United States
THE ULTIMATE 2008,"
Sat, Dec 27 / 5:00 PM EST / Main Card
",Heavyweight Interim Title Bout,Frank Mir,Minotauro Nogueira,Japan,United States
THE ULTIMATE 2008,"
Sat, Dec 27 / 5:00 PM EST / Main Card
",Light Heavyweight Title Bout,Rashad Evans,Forrest Griffin,Norway,United States
Team Nog vs Team Mir,"
Sat, Dec 13 / 4:00 PM EST / Main Card
",Lightweight Bout,Rolando Delgado,John Polakowski,United States,Mexico
Team Nog vs Team Mir,"
Sat, Dec 13 / 4:00 PM EST / Main Card
",Lightweight Bout,Shane Nelson,George Roop,Brazil,United States
Team Nog vs Team Mir,"
Sat, Dec 13 / 4:00 PM EST / Main Card
",Light Heavyweight Bout,Tom Lawlor,Kyle Kingsbury,United States,United States
Team Nog vs Team Mir,"
Sat, Dec 13 / 4:00 PM EST / Main Card
",Light Heavyweight Bout,Eliot Marshall,Jules Bruchez,Canada,Brazil
Team Nog vs Team Mir,"
Sat, Dec 13 / 4:00 PM EST / Main Card
",Light Heavyweight Bout,Krzysztof Soszynski,Shane Primm,United States,United States
Team Nog vs Team Mir,"
Sat, Dec 13 / 4:00 PM EST / Main Card
",Lightweight Bout,Junie Browning,Dave Kaplan,United States,Poland
Team Nog vs Team Mir,"
Sat, Dec 13 / 4:00 PM EST / Main Card
",Middleweight Bout,Wilson Gouveia,Jason MacDonald,United States,United States
Team Nog vs Team Mir,"
Sat, Dec 13 / 4:00 PM EST / Main Card
",Welterweight Bout,Anthony Johnson,Kevin Burns,United States,United States
Team Nog vs Team Mir,"
Sat, Dec 13 / 4:00 PM EST / Main Card
",Light Heavyweight Bout,Ryan Bader,Vinny Magalhaes,United States,United States
Team Nog vs Team Mir,"
Sat, Dec 13 / 4:00 PM EST / Main Card
",Lightweight Bout,Efrain Escudero,Phillipe Nover,United States,United States
FIGHT FOR THE TROOPS,"
Wed, Dec 10 / 4:00 PM EST / Main Card
",Heavyweight Bout,Justin McCully,Eddie Sanchez,,United States
FIGHT FOR THE TROOPS,"
Wed, Dec 10 / 4:00 PM EST / Main Card
",Lightweight Bout,Dale Hartt,Corey Hill,Canada,United States
FIGHT FOR THE TROOPS,"
Wed, Dec 10 / 4:00 PM EST / Main Card
",Welterweight Bout,Ben Saunders,Brandon Wolff,United States,United States
FIGHT FOR THE TROOPS,"
Wed, Dec 10 / 4:00 PM EST / Main Card
",Welterweight Bout,Steve Bruno,Johnny Rees,United States,United States
FIGHT FOR THE TROOPS,"
Wed, Dec 10 / 4:00 PM EST / Main Card
",Welterweight Bout,Luigi Fioravanti,Brodie Farber,United States,United States
FIGHT FOR THE TROOPS,"
Wed, Dec 10 / 4:00 PM EST / Main Card
",Lightweight Bout,Jim Miller,Matt Wiman,United States,United States
FIGHT FOR THE TROOPS,"
Wed, Dec 10 / 4:00 PM EST / Main Card
",Middleweight Bout,Tim Credeur,Nate Loughran,United States,United States
FIGHT FOR THE TROOPS,"
Wed, Dec 10 / 4:00 PM EST / Main Card
",Light Heavyweight Bout,Steve Cantwell,Razak Al-Hassan,United States,United States
FIGHT FOR THE TROOPS,"
Wed, Dec 10 / 4:00 PM EST / Main Card
",Welterweight Bout,Mike Swick,Jonathan Goulet,United States,United States
FIGHT FOR THE TROOPS,"
Wed, Dec 10 / 4:00 PM EST / Main Card
",Welterweight Bout,Josh Koscheck,Josh Koscheck vs ,United States,United States
COUTURE vs LESNAR,"
Sat, Nov 15 / 5:00 PM EST / Main Card
",Welterweight Bout,Matt Brown,Ryan Thomas,United States,United States
COUTURE vs LESNAR,"
Sat, Nov 15 / 5:00 PM EST / Main Card
",Lightweight Bout,Mark Bocek,Alvin Robinson,United States,United States
COUTURE vs LESNAR,"
Sat, Nov 15 / 5:00 PM EST / Main Card
",Lightweight Bout,Jeremy Stephens,Rafael Dos Anjos,United States,Brazil
COUTURE vs LESNAR,"
Sat, Nov 15 / 5:00 PM EST / Main Card
",Lightweight Bout,Aaron Riley,Jorge Gurgel,United States,Brazil
COUTURE vs LESNAR,"
Sat, Nov 15 / 5:00 PM EST / Main Card
",Welterweight Bout,Dustin Hazelett,Tamdan McCrory,United States,United States
COUTURE vs LESNAR,"
Sat, Nov 15 / 5:00 PM EST / Main Card
",Middleweight Bout,Demian Maia,Nate Quarry,Brazil,United States
COUTURE vs LESNAR,"
Sat, Nov 15 / 5:00 PM EST / Main Card
",Heavyweight Bout,Gabriel Gonzaga,Josh Hendricks,Brazil,United States
COUTURE vs LESNAR,"
Sat, Nov 15 / 5:00 PM EST / Main Card
",Lightweight Bout,Kenny Florian,Joe Stevenson,United States,Canada
COUTURE vs LESNAR,"
Sat, Nov 15 / 5:00 PM EST / Main Card
",Heavyweight Title Bout,Brock Lesnar,Randy Couture,United States,United States
Silva vs Cote,"
Fri, Oct 24 / 8:00 PM EDT / Main Card
",Welterweight Bout,Pete Sell,Joshua Burkman,Canada,Brazil
Silva vs Cote,"
Fri, Oct 24 / 8:00 PM EDT / Main Card
",Lightweight Bout,Hermes Franca,Marcus Aurelio,United States,Brazil
Silva vs Cote,"
Fri, Oct 24 / 8:00 PM EDT / Main Card
",Middleweight Bout,Dan Miller,Matt Horwich,United States,United States
Silva vs Cote,"
Fri, Oct 24 / 8:00 PM EDT / Main Card
",Lightweight Bout,Spencer Fisher,Shannon Gugerty,Brazil,Brazil
Silva vs Cote,"
Fri, Oct 24 / 8:00 PM EDT / Main Card
",Middleweight Bout,Thales Leites,Drew McFedries,United States,United States
Silva vs Cote,"
Fri, Oct 24 / 8:00 PM EDT / Main Card
",Lightweight Bout,Sean Sherk,Tyson Griffin,United States,Brazil
Silva vs Cote,"
Fri, Oct 24 / 8:00 PM EDT / Main Card
",Heavyweight Bout,Junior Dos Santos,Fabricio Werdum,United States,United States
Silva vs Cote,"
Fri, Oct 24 / 8:00 PM EDT / Main Card
",Lightweight Bout,Gray Maynard,Rich Clementi,United States,United States
Silva vs Cote,"
Fri, Oct 24 / 8:00 PM EDT / Main Card
",Welterweight Bout,Thiago Alves,Josh Koscheck,Brazil,Brazil
Silva vs Cote,"
Fri, Oct 24 / 8:00 PM EDT / Main Card
",Middleweight Title Bout,Anderson Silva,Patrick Cote,United States,United States
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Lightweight Bout,Per Eklund,Samy Schiavo,United States,United Kingdom
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Lightweight Bout,Jim Miller,David Baron,United States,United States
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Lightweight Bout,Terry Etim,Sam Stout,Cameroon,Brazil
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Lightweight Bout,David Bielkheden,Jess Liaudin,United Kingdom,United States
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Heavyweight Bout,Shane Carwin,Neil Wain,United Kingdom,United States
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Welterweight Bout,Dan Hardy,Akihiro Gono,United States,United Kingdom
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Welterweight Bout,Marcus Davis,Paul Kelly,United Kingdom,United States
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Welterweight Bout,Chris Lytle,Paul Taylor,France,Sweden
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Light Heavyweight Bout,Luiz Cane,Rameau Sokoudjou,United States,United Kingdom
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Light Heavyweight Bout,Keith Jardine,Brandon Vera,France,United States
Bisping vs Leben,"
Fri, Oct 17 / 8:00 PM EDT / Main Card
",Middleweight Bout,Michael Bisping,Chris Leben,France,Sweden
Diaz vs Neer,"
Tue, Sep 16 / 8:00 PM EDT / Main Card
",Middleweight Bout,Dan Miller,Rob Kimmons,United States,United States
Diaz vs Neer,"
Tue, Sep 16 / 8:00 PM EDT / Main Card
",Middleweight Bout,Mike Massenzio,Drew McFedries,United States,United States
Diaz vs Neer,"
Tue, Sep 16 / 8:00 PM EDT / Main Card
",Light Heavyweight Bout,Jason Brilz,Brad Morris,United States,United States
Diaz vs Neer,"
Tue, Sep 16 / 8:00 PM EDT / Main Card
",Lightweight Bout,Joe Lauzon,Kyle Bradley,United States,United States
Diaz vs Neer,"
Tue, Sep 16 / 8:00 PM EDT / Main Card
",Middleweight Bout,Wilson Gouveia,Ryan Jensen,United States,United States
Diaz vs Neer,"
Tue, Sep 16 / 8:00 PM EDT / Main Card
",Middleweight Bout,Alessio Sakara,Joe Vedepo,United States,Brazil
Diaz vs Neer,"
Tue, Sep 16 / 8:00 PM EDT / Main Card
",Light Heavyweight Bout,Eric Schafer,Houston Alexander,United States,United States
Diaz vs Neer,"
Tue, Sep 16 / 8:00 PM EDT / Main Card
",Middleweight Bout,Alan Belcher,Ed Herman,Australia,United States
Diaz vs Neer,"
Tue, Sep 16 / 8:00 PM EDT / Main Card
",Lightweight Bout,Clay Guida,Mac Danzig,United States,United States
Diaz vs Neer,"
Tue, Sep 16 / 8:00 PM EDT / Main Card
",Lightweight Bout,Nate Diaz,Josh Neer,United States,United States
BREAKTHROUGH,"
Sat, Sep 6 / 6:00 PM EDT / Main Card
",Welterweight Bout,Ryo Chonan,Roan Carneiro,,United States
BREAKTHROUGH,"
Sat, Sep 6 / 6:00 PM EDT / Main Card
",Middleweight Bout,Jason MacDonald,Jason Lambert,United States,United States
BREAKTHROUGH,"
Sat, Sep 6 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Tim Boetsch,Michael Patt,Brazil,United States
BREAKTHROUGH,"
Sat, Sep 6 / 6:00 PM EDT / Main Card
",Lightweight Bout,Kurt Pellegrino,Thiago Tavares,Denmark,United States
BREAKTHROUGH,"
Sat, Sep 6 / 6:00 PM EDT / Main Card
",Welterweight Bout,Dong Hyun Ma,Matt Brown,United States,South Korea
BREAKTHROUGH,"
Sat, Sep 6 / 6:00 PM EDT / Main Card
",Middleweight Bout,Nate Marquardt,Martin Kampmann,Brazil,United States
BREAKTHROUGH,"
Sat, Sep 6 / 6:00 PM EDT / Main Card
",Middleweight Bout,Dan Henderson,Rousimar Palhares,United States,United States
BREAKTHROUGH,"
Sat, Sep 6 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Rich Franklin,Matt Hamill,United States,Canada
BREAKTHROUGH,"
Sat, Sep 6 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Rashad Evans,Chuck Liddell,Brazil,Japan
SEEK AND DESTROY,"
Sat, Aug 9 / 6:00 PM EDT / Main Card
",Welterweight Bout,Ben Saunders,Ryan Thomas,United States,Canada
SEEK AND DESTROY,"
Sat, Aug 9 / 6:00 PM EDT / Main Card
",Welterweight Bout,Chris Wilson,Steve Bruno,United States,United States
SEEK AND DESTROY,"
Sat, Aug 9 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Jon Jones,Andre Gusmao,United States,United States
SEEK AND DESTROY,"
Sat, Aug 9 / 6:00 PM EDT / Main Card
",Heavyweight Bout,Cheick Kongo,Dan Evensen,Armenia,United States
SEEK AND DESTROY,"
Sat, Aug 9 / 6:00 PM EDT / Main Card
",Welterweight Bout,Tamdan McCrory,Luke Cummo,Canada,Brazil
SEEK AND DESTROY,"
Sat, Aug 9 / 6:00 PM EDT / Main Card
",Middleweight Bout,Demian Maia,Jason MacDonald,United States,United States
SEEK AND DESTROY,"
Sat, Aug 9 / 6:00 PM EDT / Main Card
",Lightweight Bout,Rob Emerson,Manny Gamburyan,Norway,France
SEEK AND DESTROY,"
Sat, Aug 9 / 6:00 PM EDT / Main Card
",Lightweight Bout,Kenny Florian,Roger Huerta,Brazil,United States
SEEK AND DESTROY,"
Sat, Aug 9 / 6:00 PM EDT / Main Card
",Heavyweight Bout,Brock Lesnar,Heath Herring,United States,United States
SEEK AND DESTROY,"
Sat, Aug 9 / 6:00 PM EDT / Main Card
",Welterweight Title Bout,Georges St-Pierre,Jon Fitch,United States,United States
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Lightweight Bout,Shannon Gugerty,Dale Hartt,United States,Brazil
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Welterweight Bout,Brad Blackburn,James Giboo,United States,United States
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Middleweight Bout,Nate Loughran,Johnny Rees,Brazil,United States
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Welterweight Bout,Rory Markham,Brodie Farber,United States,United States
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Middleweight Bout,Tim Credeur,Cale Yarbrough,United States,United States
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Middleweight Bout,CB Dollaway,Jesse Taylor,United States,United States
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Welterweight Bout,Kevin Burns,Anthony Johnson,United States,United States
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Heavyweight Bout,Cain Velasquez,Jake O'Brien,United States,United States
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Lightweight Bout,Frankie Edgar,Hermes Franca,United States,United States
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Light Heavyweight Bout,Brandon Vera,Reese Andy,United States,United States
Silva vs Irvin,"
Fri, Jul 18 / 8:00 PM EDT / Main Card
",Light Heavyweight Bout,Anderson Silva,James Irvin,United States,United States
JACKSON vs GRIFFIN,"
Sat, Jul 5 / 6:00 PM EDT / Main Card
",Lightweight Bout,Justin Buchholz,Corey Hill,United States,United States
JACKSON vs GRIFFIN,"
Sat, Jul 5 / 6:00 PM EDT / Main Card
",Lightweight Bout,Melvin Guillard,Dennis Siver,United States,Canada
JACKSON vs GRIFFIN,"
Sat, Jul 5 / 6:00 PM EDT / Main Card
",Lightweight Bout,Cole Miller,Jorge Gurgel,Brazil,United States
JACKSON vs GRIFFIN,"
Sat, Jul 5 / 6:00 PM EDT / Main Card
",Heavyweight Bout,Gabriel Gonzaga,Justin McCully,United States,United States
JACKSON vs GRIFFIN,"
Sat, Jul 5 / 6:00 PM EDT / Main Card
",Lightweight Bout,Tyson Griffin,Marcus Aurelio,Brazil,United States
JACKSON vs GRIFFIN,"
Sat, Jul 5 / 6:00 PM EDT / Main Card
",Welterweight Bout,Josh Koscheck,Chris Lytle,United States,Brazil
JACKSON vs GRIFFIN,"
Sat, Jul 5 / 6:00 PM EDT / Main Card
",Lightweight Bout,Joe Stevenson,Gleison Tibau,Brazil,United States
JACKSON vs GRIFFIN,"
Sat, Jul 5 / 6:00 PM EDT / Main Card
",Middleweight Bout,Patrick Cote,Ricardo Almeida,Russia,United States
JACKSON vs GRIFFIN,"
Sat, Jul 5 / 6:00 PM EDT / Main Card
",Light Heavyweight Title Bout,Forrest Griffin,Rampage Jackson,United States,United States
Team Rampage vs Team Forrest,"
Sat, Jun 21 / 5:00 PM EDT / Main Card
",Middleweight Bout,Rob Kimmons,Rob Yundt,United States,United States
Team Rampage vs Team Forrest,"
Sat, Jun 21 / 5:00 PM EDT / Main Card
",Middleweight Bout,Dean Lister,Jeremy Horn,United States,United States
Team Rampage vs Team Forrest,"
Sat, Jun 21 / 5:00 PM EDT / Main Card
",Welterweight Bout,Matt Brown,Matt Arroyo,United States,United States
Team Rampage vs Team Forrest,"
Sat, Jun 21 / 5:00 PM EDT / Main Card
",Middleweight Bout,Drew McFedries,Marvin Eastman,United States,United States
Team Rampage vs Team Forrest,"
Sat, Jun 21 / 5:00 PM EDT / Main Card
",Welterweight Bout,Dustin Hazelett,Joshua Burkman,United States,United States
Team Rampage vs Team Forrest,"
Sat, Jun 21 / 5:00 PM EDT / Main Card
",Middleweight Bout,Matthew Riddle,Dante Rivera,United States,United States
Team Rampage vs Team Forrest,"
Sat, Jun 21 / 5:00 PM EDT / Main Card
",Lightweight Bout,Spencer Fisher,Jeremy Stephens,United States,United States
Team Rampage vs Team Forrest,"
Sat, Jun 21 / 5:00 PM EDT / Main Card
",Welterweight Bout,Diego Sanchez,Luigi Fioravanti,United States,United States
Team Rampage vs Team Forrest,"
Sat, Jun 21 / 5:00 PM EDT / Main Card
",Middleweight Bout,Amir Sadollah,CB Dollaway,United States,United States
Team Rampage vs Team Forrest,"
Sat, Jun 21 / 5:00 PM EDT / Main Card
",Middleweight Bout,Kendall Grove,Evan Tanner,United States,United States
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Heavyweight Bout,Antoni Hardonk,Eddie Sanchez,United States,Brazil
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Welterweight Bout,Paul Taylor,Jess Liaudin,Canada,United Kingdom
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Light Heavyweight Bout,Luiz Cane,Jason Lambert,United States,United States
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Welterweight Bout,Kevin Burns,Roan Carneiro,United States,Brazil
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Lightweight Bout,Matt Wiman,Thiago Tavares,United States,Brazil
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Middleweight Bout,Martin Kampmann,Jorge Rivera,United States,Denmark
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Heavyweight Bout,Fabricio Werdum,Brandon Vera,Brazil,United States
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Middleweight Bout,Thales Leites,Nate Marquardt,Brazil,United States
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Welterweight Bout,Mike Swick,Marcus Davis,United States,Brazil
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Middleweight Bout,Michael Bisping,Jason Day,France,United Kingdom
BEDLAM,"
Sat, Jun 7 / 11:00 AM EDT / Main Card
",Welterweight Bout,Thiago Alves,Matt Hughes,United States,United States
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Heavyweight Bout,Shane Carwin,Christian Wellisch,United States,United States
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Welterweight Bout,Dong Hyun Ma,Jason Tan,United States,Brazil
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Welterweight Bout, vs Jon Koppenhaver,Jon Koppenhaver,Brazil,
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Lightweight Bout,Rich Clementi,Terry Etim,United States,Brazil
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Rameau Sokoudjou,Kazuhiro Nakamura,United States,
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Middleweight Bout,Rousimar Palhares,Ivan Salaverry,Canada,Brazil
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout, vs Antonio Mendes,Antonio Mendes,Japan,Cameroon
